Datum och tid för uttag;Register/källa;Titel;Diagramrubrik;Indikator-Id;Mätperiod;Länskod;Enhetskod;Enhetstyp;Enhetsnamn;Ålder;Kön/Totalt;Måttenhet;Värde;Täljare;Nämnare/antal fall;KI-Låg;KI-Hög;Täckningsgrad i %;Bortfall i %;Önskat värde;Högsta målnivå;Utgivare målnivå;Socialstyrelsen
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2017;4;4;Län;Sörmland;Alla;Totalt;Kronor;24859;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2016;4;4;Län;Sörmland;Alla;Totalt;Kronor;23517;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2015;4;4;Län;Sörmland;Alla;Totalt;Kronor;22766;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2014;4;4;Län;Sörmland;Alla;Totalt;Kronor;21958;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2013;4;4;Län;Sörmland;Alla;Totalt;Kronor;21103;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2012;4;4;Län;Sörmland;Alla;Totalt;Kronor;20035;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2017;5;5;Län;Östergötland;Alla;Totalt;Kronor;24641;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2016;5;5;Län;Östergötland;Alla;Totalt;Kronor;23656;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2015;5;5;Län;Östergötland;Alla;Totalt;Kronor;22633;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2014;5;5;Län;Östergötland;Alla;Totalt;Kronor;21659;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2013;5;5;Län;Östergötland;Alla;Totalt;Kronor;21040;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2012;5;5;Län;Östergötland;Alla;Totalt;Kronor;20143;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2017;6;6;Län;Jönköpings län;Alla;Totalt;Kronor;24782;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2016;6;6;Län;Jönköpings län;Alla;Totalt;Kronor;24183;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2015;6;6;Län;Jönköpings län;Alla;Totalt;Kronor;23578;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2014;6;6;Län;Jönköpings län;Alla;Totalt;Kronor;22937;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2013;6;6;Län;Jönköpings län;Alla;Totalt;Kronor;22306;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2012;6;6;Län;Jönköpings län;Alla;Totalt;Kronor;21814;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2017;7;7;Län;Kronoberg;Alla;Totalt;Kronor;25870;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2016;7;7;Län;Kronoberg;Alla;Totalt;Kronor;24769;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2015;7;7;Län;Kronoberg;Alla;Totalt;Kronor;24150;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2014;7;7;Län;Kronoberg;Alla;Totalt;Kronor;22550;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2013;7;7;Län;Kronoberg;Alla;Totalt;Kronor;21857;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2012;7;7;Län;Kronoberg;Alla;Totalt;Kronor;22241;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2017;8;8;Län;Kalmar län;Alla;Totalt;Kronor;24427;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2016;8;8;Län;Kalmar län;Alla;Totalt;Kronor;23850;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2015;8;8;Län;Kalmar län;Alla;Totalt;Kronor;23110;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2014;8;8;Län;Kalmar län;Alla;Totalt;Kronor;21722;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2013;8;8;Län;Kalmar län;Alla;Totalt;Kronor;21243;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2012;8;8;Län;Kalmar län;Alla;Totalt;Kronor;20499;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2017;9;9;Län;Gotland;Alla;Totalt;Kronor;26994;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2016;9;9;Län;Gotland;Alla;Totalt;Kronor;25986;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2015;9;9;Län;Gotland;Alla;Totalt;Kronor;25846;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2014;9;9;Län;Gotland;Alla;Totalt;Kronor;23767;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2013;9;9;Län;Gotland;Alla;Totalt;Kronor;22130;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2012;9;9;Län;Gotland;Alla;Totalt;Kronor;22776;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2017;10;10;Län;Blekinge;Alla;Totalt;Kronor;26606;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2016;10;10;Län;Blekinge;Alla;Totalt;Kronor;25556;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2015;10;10;Län;Blekinge;Alla;Totalt;Kronor;24496;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2014;10;10;Län;Blekinge;Alla;Totalt;Kronor;23682;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2013;10;10;Län;Blekinge;Alla;Totalt;Kronor;22720;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2012;10;10;Län;Blekinge;Alla;Totalt;Kronor;21515;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Strukturjusterad hälso- och sjukvårdskostnad;Strukturjusterade hälso- och sjukvårdskostnader per invånare.Löpande priser. Primärvårdsansluten hemsjukvård, tandvård och omstruktureringskostnader är exkluderade.;ef665691-e7af-423b-aa70-aa2a901fb836;2017;12;12;Län;Skåne;Alla;Totalt;Kronor;24515;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
